股票代號,股票名稱,產業別,收盤價,MA20,評分,外資近3日淨買超,投信近3日淨買超,自營商,外資連買天數
2337,旺宏,半導體業,167.0,138.9,124593243.75,99674595.0,11607000.0,181450,3.0
2883,凱基金,金融保險,21.7,20.7175,110110495.0,88088396.0,1012054.0,251714,3.0
3023,信邦,電子工業,282.5,273.775,2435135.85,2319177.0,-1029406.0,10559,3.0
6197,佳必琪,電子工業,206.5,179.675,1307475.75,1245215.0,0.0,308973,3.0
6412,群電,電子工業,77.7,77.41499999999999,1252479.9,1192838.0,-1734607.0,7962,3.0
8131,福懋科,半導體業,64.1,60.975,1236554.55,1177671.0,-3000.0,75230,3.0
2031,新光鋼,鋼鐵工業,40.85,40.275,1118878.8,932399.0,297000.0,0,3.0
2393,億光,光電業,71.3,70.72,1092523.95,1040499.0,-380330.0,60295,3.0
2439,美律,通信網路業,88.4,87.225,656976.6,625692.0,-2371477.0,186176,3.0
2440,太空梭,電子零組件業,18.6,15.5425,583800.0,556000.0,0.0,9053,3.0
6218,豪勉,通信網路業,39.3,33.540000000000006,342090.0,325800.0,0.0,9554,3.0
2850,新產,金融保險,127.5,122.7,332850.0,317000.0,-117000.0,85,3.0
3528,安馳,電子工業,80.0,71.0,313000.0,313000.0,0.0,0,3.0
6741,91APP*-KY,數位雲端類,65.6,62.58,197000.0,197000.0,0.0,-8000,3.0
6535,順藥,生技醫療業,138.5,135.075,160610.1,152962.0,0.0,1166,3.0
8249,菱光,電子工業,48.95,48.85,151179.0,143980.0,0.0,1532,3.0
8462,柏文,運動休閒,149.5,142.05,142789.5,135990.0,0.0,1000,3.0
6204,艾華,電子零組件業,69.5,63.660000000000004,69300.0,66000.0,0.0,19,3.0
1533,車王電,汽車工業,32.5,30.75,68000.0,68000.0,0.0,-14000,3.0
6642,富致,電子零組件業,57.8,56.105,63000.0,63000.0,0.0,0,3.0
5538,東明-KY,鋼鐵工業,31.9,31.165000000000003,17850.0,17000.0,0.0,3000,3.0
6881,潤德,其他,260.0,234.4,4000.0,4000.0,0.0,0,3.0
