股票代號,股票名稱,產業別,收盤價,MA20,評分,外資近3日淨買超,投信近3日淨買超,自營商,外資連買天數
2317,鴻海,其他電子業,252.0,216.65,263586546.25,210869237.0,5923389.0,1350686,3.0
3481,群創,電子工業,28.1,25.77,246982473.15,235221403.0,-1401257.0,12993556,3.0
2344,華邦電,電子工業,108.5,92.68,90319045.0,72255236.0,5130913.0,1631802,3.0
2408,南亞科,半導體業,282.0,223.675,79443666.25,63554933.0,15110813.0,1678029,3.0
3231,緯創,電子工業,146.5,138.625,46752308.4,44526008.0,-424661.0,1706937,3.0
8150,南茂,電子工業,89.2,70.11500000000001,24943455.6,23755672.0,-31000.0,275113,3.0
2356,英業達,電子工業,49.2,45.955,23545952.85,22424717.0,-411662.0,1110552,3.0
2382,廣達,電子工業,346.5,322.475,21490069.65,20466733.0,-496261.0,52024,3.0
2027,大成鋼,鋼鐵工業,38.45,37.5825,19977657.0,19026340.0,-837000.0,964386,3.0
5351,鈺創,半導體業,78.5,69.36,16526693.75,13221355.0,33000.0,22965,3.0
3715,定穎投控,電子工業,186.5,185.725,13678293.6,11398578.0,79000.0,-662094,3.0
2451,創見,電子工業,302.5,257.075,8492149.0,8492149.0,-887169.0,-56809,3.0
8112,至上,電子工業,86.8,84.44,8380520.4,7981448.0,-1623856.0,47988,3.0
2376,技嘉,電子工業,301.0,275.2,7482308.4,7126008.0,-1263129.0,1042337,3.0
2395,研華,電子工業,409.5,362.7,6600747.5,5280598.0,15618.0,96712,3.0
3030,德律,其他電子業,413.0,331.45,5189020.8,4324184.0,41000.0,-81597,3.0
8299,群聯,半導體業,2325.0,1802.5,4915211.25,3932169.0,998510.0,335741,3.0
2606,裕民,航運業,64.2,61.9,4833603.6,4603432.0,-1490333.0,29682,3.0
2637,慧洋-KY,航運業,76.0,72.595,4391251.2,4182144.0,-218397.0,169779,3.0
3665,貿聯-KY,電子工業,2745.0,2515.25,2595575.0,2595575.0,-1320414.0,-38360,3.0
1597,直得,電機機械,178.0,121.83,2320662.0,2320662.0,-7000.0,-274236,3.0
4973,廣穎,半導體業,91.7,82.60999999999999,2297434.65,2188033.0,0.0,32244,3.0
3048,益登,電子通路業,41.2,38.769999999999996,2249966.25,2142825.0,0.0,287625,3.0
8086,宏捷科,半導體業,156.0,143.675,1697765.0,1697765.0,0.0,-211245,3.0
3533,嘉澤,電子工業,2735.0,2501.5,1440339.6,1371752.0,-219496.0,46594,3.0
8163,達方,電子工業,28.3,27.595,1143523.0,1143523.0,-581926.0,-22998,3.0
3691,碩禾,光電業,136.0,118.425,1127190.0,1127190.0,0.0,-41722,3.0
2545,皇翔,建材營造,38.65,37.17999999999999,653100.0,622000.0,0.0,56000,3.0
3528,安馳,電子工業,84.3,74.61999999999999,439000.0,439000.0,0.0,-3000,3.0
2414,精技,電子通路業,48.0,45.425,426000.0,426000.0,0.0,-24000,3.0
6112,邁達特,電子工業,47.15,46.6625,399000.0,399000.0,0.0,-10887,3.0
3213,茂訊,電腦及週邊設備業,111.0,105.875,353698.8,336856.0,0.0,42110,3.0
3390,旭軟,電子零組件業,28.05,25.1525,306000.0,306000.0,0.0,-5289,3.0
3025,星通,電子工業,64.9,62.794999999999995,267994.65,255233.0,0.0,1000,3.0
6967,汎瑋材料,電子零組件業,86.7,73.89,187950.0,179000.0,0.0,31,3.0
2397,友通,電腦及週邊設備業,59.1,58.410000000000004,177481.5,169030.0,0.0,1000,3.0
6229,研通,半導體業,28.45,24.799999999999997,138600.0,132000.0,0.0,444,3.0
6811,宏碁資訊,數位雲端類,215.0,194.825,44019.15,41923.0,0.0,668,3.0
5215,科嘉-KY,電子工業,37.95,37.76,39900.0,38000.0,0.0,181,3.0
1583,程泰,電機機械,48.45,46.707499999999996,34000.0,34000.0,0.0,0,3.0
6570,維田,電腦及週邊設備業,41.4,39.56249999999999,30450.0,29000.0,0.0,8019,3.0
6955,邦睿生技-創,創新板股票,160.0,156.675,8400.0,8000.0,0.0,1000,3.0
6655,科定,其他,137.5,136.075,7000.0,7000.0,0.0,-1000,3.0
1341,富林-KY,塑膠工業,61.8,60.57000000000001,6833.0,6833.0,0.0,0,3.0
6005,群益證,金融保險,30.0,28.377500000000005,27903623.0,27903623.0,-22536519.0,0,3.0
6182,合晶,半導體業,50.6,39.84,22507270.0,22507270.0,0.0,-83328,3.0
3033,威健,電子通路業,42.4,35.38,20059200.0,16716000.0,1040615.0,-665910,3.0
2492,華新科,電子工業,147.0,138.225,11201827.0,11201827.0,-214000.0,-145888,3.0
6488,環球晶,半導體業,721.0,557.325,5682547.5,4546038.0,2587929.0,441734,3.0
2352,佳世達,電腦及週邊設備業,25.85,24.729999999999997,5482075.2,5221024.0,-9000.0,79350,3.0
2363,矽統,半導體業,57.2,52.614999999999995,5241267.5,4193014.0,45000.0,179203,3.0
3023,信邦,電子工業,305.5,280.2,3597895.0,3597895.0,-53211.0,-23645,3.0
3014,聯陽,半導體業,132.5,123.675,1275232.8,1062694.0,41281.0,-7569,3.0
2612,中航,航運業,57.4,56.535000000000004,526064.0,526064.0,0.0,-599,3.0
4556,旭然,其他,43.25,33.29,315000.0,300000.0,0.0,1206,3.0
6411,晶焱,半導體業,80.9,78.41,300300.0,286000.0,0.0,916,3.0
3716,中化控股,化學生技醫療,33.45,32.455,277111.0,277111.0,0.0,0,3.0
6140,訊達,資訊服務業,20.5,18.7625,232050.0,221000.0,0.0,7593,3.0
3617,碩天,其他電子業,197.5,187.175,227872.05,217021.0,0.0,10070,3.0
