股票代號,股票名稱,產業別,收盤價,MA20,評分,外資近3日淨買超,投信近3日淨買超,自營商,外資連買天數
6770,力積電,半導體業,70.8,60.1,283426232.5,226740986.0,917000.0,983991,3.0
2344,華邦電,電子工業,141.0,114.91,213008423.75,170406739.0,8424424.0,2637093,3.0
1802,台玻,玻璃陶瓷,72.2,68.515,102940832.5,82352666.0,784000.0,754854,3.0
6282,康舒,電子零組件業,62.4,52.25,45464359.0,45464359.0,-406000.0,-1635452,3.0
2449,京元電子,半導體業,338.5,306.725,38331725.25,36506405.0,-10502069.0,1152786,3.0
2369,菱生,電子工業,37.7,31.202499999999997,29883892.5,28460850.0,0.0,413138,3.0
3715,定穎投控,電子工業,186.0,177.825,14984136.3,14270606.0,-210733.0,155643,3.0
6548,長科*,半導體業,60.3,52.010000000000005,11170293.75,10638375.0,0.0,775835,3.0
2436,偉詮電,半導體業,79.6,73.825,11076822.5,8861458.0,10000.0,50429,3.0
8926,台汽電,油電燃氣業,68.7,53.864999999999995,9195407.5,7356326.0,95000.0,359614,3.0
6265,方土昶,電子通路業,52.9,44.6475,7741605.0,7741605.0,0.0,-15590,3.0
2495,普安,電腦及週邊設備業,46.05,39.552499999999995,7379601.6,6149668.0,412000.0,-80405,3.0
3062,建漢,通信網路業,30.05,27.482500000000005,7245341.25,6900325.0,0.0,20875,3.0
3305,昇貿,其他電子業,163.5,127.425,6881310.0,6881310.0,0.0,-231355,3.0
2421,建準,電子工業,165.0,148.95,6755323.2,5629436.0,2805000.0,-16595,3.0
2406,國碩,光電業,34.5,32.325,5916028.65,5634313.0,0.0,3988,3.0
8086,宏捷科,半導體業,179.0,153.475,5828949.0,5551380.0,0.0,284432,3.0
6125,廣運,光電業,68.4,58.739999999999995,5289305.7,5037434.0,0.0,86408,3.0
2404,漢唐,其他電子業,1265.0,1037.35,5272874.0,5272874.0,-163248.0,-86959,3.0
8070,長華*,電子工業,49.55,46.5675,5043314.85,4803157.0,-68888.0,48177,3.0
3413,京鼎,半導體業,346.0,319.6,2478903.75,1983123.0,105000.0,72554,3.0
4533,協易機,電機機械,34.25,31.752500000000005,1971179.7,1877314.0,0.0,49500,3.0
3372,典範,半導體業,22.05,19.535,1850939.0,1850939.0,0.0,0,3.0
6903,巨漢,其他電子類,434.0,406.175,1589275.8,1513596.0,0.0,24926,3.0
6117,迎廣,電子工業,95.0,84.76,1436980.0,1436980.0,0.0,-28114,3.0
6937,天虹,半導體業,337.5,309.75,1178632.8,982194.0,170000.0,-26265,3.0
3483,力致,電腦及週邊設備業,98.4,91.91,1161091.2,967576.0,53000.0,-78977,3.0
6245,立端,通信網路業,90.9,82.84,1095532.0,1095532.0,0.0,-23560,3.0
3071,協禧,電腦及週邊設備業,33.55,30.282500000000006,985000.0,985000.0,0.0,-15000,3.0
4760,勤凱,其他電子類,395.5,291.375,958587.0,912940.0,0.0,20002,3.0
5536,聖暉*,其他電子類,1035.0,916.5,805015.0,644012.0,339642.0,80239,3.0
6579,研揚,電子工業,174.5,141.6,747865.65,712253.0,0.0,13008,3.0
3025,星通,電子工業,78.8,63.845000000000006,740962.0,740962.0,0.0,-11638,3.0
6196,帆宣,電子工業,506.0,413.875,726645.6,605538.0,1106000.0,-40546,3.0
2397,友通,電腦及週邊設備業,63.9,59.65,566040.0,566040.0,0.0,0,3.0
5488,松普,電子零組件業,11.85,10.5595,454039.0,454039.0,0.0,0,3.0
6716,應廣,半導體業,107.0,93.245,381920.7,363734.0,0.0,464,3.0
2070,精湛,電機機械,75.4,65.62,295159.2,281104.0,0.0,439,3.0
6658,聯策,其他電子業,233.0,177.45,271570.0,271570.0,0.0,-24805,3.0
2438,翔耀,光電業,23.0,22.182499999999997,219000.0,219000.0,0.0,-1000,3.0
4768,晶呈科技,化學工業,496.5,475.425,187621.35,178687.0,0.0,1095,3.0
4711,永純,化學工業,16.95,16.315,151000.0,151000.0,0.0,0,3.0
3713,新晶投控,綠能環保類,14.2,13.897499999999999,64050.0,61000.0,0.0,2176,3.0
6101,寬魚國際,文化創意業,41.5,39.28,59000.0,59000.0,0.0,0,3.0
1465,偉全,紡織纖維,12.25,12.11,38000.0,38000.0,0.0,-6000,3.0
4905,台聯電,通信網路業,81.1,79.525,20000.0,20000.0,0.0,0,3.0
2885,元大金,金融保險,57.3,54.925,36129378.0,36129378.0,-31423190.0,-160822,3.0
1409,新纖,紡織纖維,17.65,16.9625,20051690.0,16041352.0,2000.0,50915,3.0
3211,順達,電腦及週邊設備業,469.0,380.0,14687199.45,13987809.0,-2110000.0,331908,3.0
8110,華東,半導體業,55.1,49.2375,12582315.9,11983158.0,0.0,305869,3.0
5483,中美晶,半導體業,164.0,145.275,5211956.4,4963768.0,-567396.0,397308,3.0
3402,漢科,其他電子類,154.0,138.425,2108732.85,2008317.0,0.0,134440,3.0
8473,山林水,綠能環保,42.1,36.582499999999996,1339429.0,1339429.0,0.0,-114,3.0
3022,威強電,電子工業,75.0,70.545,1147819.05,1093161.0,-1000.0,1608,3.0
2061,風青,電器電纜,32.2,22.325,1119794.0,1119794.0,0.0,-1396,3.0
2387,精元,電腦及週邊設備業,41.4,39.805,946513.05,901441.0,0.0,20000,3.0
3321,同泰,電子工業,18.2,16.182499999999997,642253.0,642253.0,0.0,-23641,3.0
3444,利機,電子通路業,107.0,92.74,540000.0,540000.0,0.0,-594,3.0
1709,和益,化學工業,19.25,18.54,523010.0,523010.0,0.0,-11000,3.0
6913,鴻呈,電子零組件業,149.0,134.825,386753.75,309403.0,26000.0,44981,3.0
4549,桓達,電機機械,107.0,101.095,226458.0,188715.0,167000.0,0,3.0
2065,世豐,鋼鐵工業,35.5,31.817500000000003,66796.0,66796.0,0.0,-114,3.0
2114,鑫永銓,橡膠工業,91.2,88.74499999999999,65000.0,65000.0,0.0,-4000,3.0
4561,健椿,電機機械,50.0,46.5675,59412.0,59412.0,0.0,-4708,3.0
4538,大詠城,電機機械,18.65,18.4125,17000.0,17000.0,0.0,0,3.0
5878,台名,金融業,40.85,38.6975,3000.0,3000.0,0.0,0,3.0
