股票代號,股票名稱,產業別,收盤價,MA20,評分,外資近3日淨買超,投信近3日淨買超,自營商,外資連買天數
8070,長華*,電子工業,59.3,50.519999999999996,16272729.0,16272729.0,-15126699.0,-158802,3.0
2501,國建,建材營造,23.95,22.527499999999996,9230027.0,9230027.0,0.0,-5413,3.0
1722,台肥,化學工業,47.7,46.58,3894384.9,3708938.0,-12000.0,3000,3.0
2547,日勝生,建材營造,10.65,10.082,3295196.1,3138282.0,-13000.0,17000,3.0
2515,中工,建材營造,12.95,12.920000000000002,3058915.0,3058915.0,-5000.0,-71602,3.0
3441,聯一光,光電業,54.6,50.332499999999996,1321544.7,1258614.0,0.0,3017,3.0
4142,國光生,生技醫療業,17.65,17.4175,1082447.1,1030902.0,0.0,12016,3.0
4953,緯軟,資訊服務業,141.0,125.325,967828.05,921741.0,-1000.0,12582,3.0
4542,科嶠,電子零組件業,314.5,249.575,821129.0,821129.0,0.0,-7738,3.0
6517,保勝光學,光電業,65.2,60.72499999999999,637083.0,637083.0,0.0,-3666,3.0
5607,遠雄港,航運業,52.4,50.175,570198.3,543046.0,0.0,11000,3.0
2535,達欣工,建材營造,85.6,77.91,511927.0,511927.0,0.0,-123873,3.0
2611,志信,航運業,13.9,13.255,458217.9,436398.0,0.0,2000,3.0
1598,岱宇,運動休閒,21.0,20.3875,412242.6,392612.0,0.0,999,3.0
6811,宏碁資訊,數位雲端類,227.0,219.05,315179.0,315179.0,0.0,-677,3.0
2450,神腦,通信網路業,30.1,29.802500000000002,216478.5,206170.0,0.0,2000,3.0
4736,泰博,化學生技醫療,124.5,123.125,157077.0,157077.0,0.0,-1000,3.0
5288,豐祥-KY,電機機械,171.5,156.0,155095.0,155095.0,0.0,0,3.0
6625,必應,其他,73.9,73.04,107000.0,107000.0,0.0,-2070,3.0
8083,瑞穎,電機機械,171.0,169.975,38850.0,37000.0,0.0,19,3.0
3357,臺慶科,電子零組件業,283.0,257.8,5290223.75,4232179.0,24000.0,22434,3.0
6121,新普,電腦及週邊設備業,406.0,389.05,2325828.75,2215075.0,-1476444.0,988,3.0
4105,東洋,生技醫療業,74.5,74.36,1472299.5,1402190.0,0.0,12039,3.0
3703,欣陸,建材營造,21.0,20.457500000000003,1428000.0,1428000.0,-1000.0,-113000,3.0
9946,三發地產,建材營造,16.85,16.6925,1218560.0,1218560.0,0.0,0,3.0
4741,泓瀚,化學工業,69.1,61.235,1008573.3,960546.0,0.0,14209,3.0
5904,寶雅,居家生活類,582.0,562.25,612049.2,582904.0,-15210.0,21195,3.0
1720,生達,化學生技醫療,62.9,61.855,461000.0,461000.0,0.0,-9000,3.0
6170,統振,通信網路業,52.9,51.089999999999996,449311.0,449311.0,0.0,0,3.0
9911,櫻花,居家生活,84.0,82.66,439950.0,419000.0,0.0,19012,3.0
4162,智擎,生技醫療業,56.5,55.32000000000001,436455.6,415672.0,0.0,606,3.0
6841,長佳智能,生技醫療業,63.0,58.525,266994.0,254280.0,0.0,36978,3.0
5324,士開,建材營造,12.0,11.7925,187000.0,187000.0,0.0,0,3.0
2745,五福,觀光餐旅,104.5,102.575,176062.95,167679.0,0.0,21,3.0
