股票代號,股票名稱,產業別,收盤價,MA20,評分,外資近3日淨買超,投信近3日淨買超,自營商,外資連買天數
2610,華航,航運業,24.2,20.625,184158607.5,147326886.0,357920.0,3235956,3.0
8046,南電,電子工業,1045.0,880.2,23767151.25,19013721.0,1808083.0,297305,3.0
2401,凌陽,半導體業,34.9,29.959999999999997,6915589.2,5762991.0,50000.0,-154189,3.0
1229,聯華,食品工業,43.3,41.739999999999995,5598237.0,5598237.0,0.0,-6038,3.0
6672,騰輝電子-KY,電子工業,289.5,230.9,3671617.95,3496779.0,-5000.0,109813,3.0
4743,合一,生技醫療業,50.2,49.315,1449672.0,1380640.0,0.0,1962,3.0
5434,崇越,電子通路業,505.0,468.2,572374.0,572374.0,-276352.0,-6500,3.0
6691,洋基工程,其他電子業,797.0,679.95,560725.2,534024.0,-4000.0,14949,3.0
1713,國化,化學工業,50.1,49.585,380200.0,380200.0,0.0,0,3.0
1617,榮星,電器電纜,17.05,16.294999999999998,62300.0,62300.0,0.0,-3825,3.0
2949,欣新網,數位雲端類,68.1,65.61,4000.0,4000.0,0.0,0,3.0
2646,星宇航空,航運業,21.95,20.815,7410520.8,6175434.0,2000.0,-4409,3.0
2363,矽統,半導體業,76.1,63.220000000000006,5650673.75,4520539.0,70000.0,546726,3.0
3596,智易,通信網路業,195.0,187.825,2369007.6,1974173.0,1604000.0,-661549,3.0
4128,中天,生技醫療業,15.5,14.875,1390718.7,1324494.0,0.0,10732,3.0
3217,優群,電子零組件業,187.5,179.7,1189572.3,1132926.0,0.0,295579,3.0
1234,黑松,食品工業,35.15,34.905,355131.0,338220.0,0.0,4618,3.0
2739,寒舍,觀光餐旅,38.4,36.015,319117.0,319117.0,0.0,-3000,3.0
3489,森寶,建材營造,22.75,22.3375,120000.0,120000.0,0.0,0,3.0
4506,崇友,電機機械,119.5,117.875,75973.0,75973.0,0.0,0,3.0
2734,易飛網,觀光餐旅,15.55,15.315000000000001,74000.0,74000.0,0.0,-41,3.0
5478,智冠,文化創意業,104.5,103.54,70520.0,70520.0,0.0,0,3.0
1268,漢來美食,觀光餐旅,170.0,169.275,29751.0,29751.0,0.0,-1500,3.0
4107,邦特,生技醫療業,116.5,115.775,13001.0,13001.0,0.0,-275,3.0
4419,皇家美食,觀光餐旅,50.6,46.2675,4000.0,4000.0,0.0,-17,3.0
2727,王品,觀光餐旅,249.0,242.775,327736.5,312130.0,-2470.0,93000,3.0
4414,如興,紡織纖維,8.6,8.352500000000001,304800.0,304800.0,0.0,0,3.0
