股票代號,股票名稱,產業別,收盤價,MA20,評分,外資近3日淨買超,投信近3日淨買超,自營商,外資連買天數
2356,英業達,電子工業,52.2,48.3175,88146976.0,88146976.0,-321479.0,-344002,3.0
2344,華邦電,電子工業,129.5,102.56499999999998,55358887.5,44287110.0,50870074.0,510449,3.0
3048,益登,電子通路業,56.1,41.955,15799887.5,12639910.0,1000.0,662544,3.0
3006,晶豪科,半導體業,251.0,187.0,15095955.6,12579963.0,12567.0,-279406,3.0
8926,台汽電,油電燃氣業,61.1,48.475,9851532.6,9382412.0,-4000.0,1,3.0
6446,藥華藥,生技醫療業,826.0,676.55,4593271.2,4374544.0,-9000.0,39854,3.0
3413,京鼎,半導體業,325.5,317.125,3253149.9,3098238.0,-18000.0,47313,3.0
3443,創意,半導體業,4845.0,4520.0,2122510.0,2122510.0,-899780.0,-97592,3.0
6462,神盾,半導體業,134.0,127.0,1965297.5,1572238.0,3000.0,8753,3.0
8147,正淩,電子零組件業,189.0,166.825,1473587.0,1473587.0,0.0,-17891,3.0
6227,茂綸,電子通路業,124.5,98.64000000000001,1019454.45,970909.0,0.0,20926,3.0
3479,安勤,電腦及週邊設備業,102.0,94.83000000000001,994779.0,994779.0,0.0,-6000,3.0
4533,協易機,電機機械,32.2,31.1975,963901.05,918001.0,0.0,31550,3.0
8935,邦泰,其他,19.8,18.807499999999997,682710.0,650200.0,0.0,178,3.0
6491,晶碩,生技醫療業,294.5,284.975,593913.6,565632.0,0.0,13089,3.0
6613,朋億*,其他電子類,252.5,239.075,525840.0,500800.0,-1797.0,9937,3.0
6126,信音,電子零組件業,32.7,32.4625,348580.05,331981.0,0.0,54287,3.0
6419,京晨科,光電業,194.5,147.25,329996.1,314282.0,0.0,10851,3.0
2423,固緯,其他電子業,73.2,61.404999999999994,195162.0,195162.0,0.0,-24067,3.0
3577,泓格,電腦及週邊設備業,108.0,88.50500000000001,150000.0,150000.0,0.0,-10278,3.0
6642,富致,電子零組件業,69.8,60.59000000000001,132436.5,126130.0,0.0,35000,3.0
2414,精技,電子通路業,48.3,46.7575,92000.0,92000.0,0.0,0,3.0
2887,台新新光金,金融保險,23.8,23.78,162190651.0,162190651.0,-127302257.0,-3890655,3.0
1904,正隆,造紙工業,20.35,18.225,8613283.0,8613283.0,-5000.0,-23032,3.0
3498,陽程,其他電子類,149.0,96.89,2654674.05,2528261.0,0.0,57625,3.0
3317,尼克森,半導體業,75.3,60.935,2636425.0,2636425.0,0.0,-6292,3.0
3008,大立光,光電業,3445.0,2670.5,1813767.5,1451014.0,333341.0,136537,3.0
1907,永豐餘,造紙工業,25.0,24.305,1755629.4,1672028.0,-17913.0,5418,3.0
3406,玉晶光,光電業,588.0,522.5,1647178.05,1568741.0,-69000.0,19824,3.0
8390,金益鼎,綠能環保類,119.5,93.975,1265821.2,1205544.0,0.0,165797,3.0
2428,興勤,電子零組件業,206.0,186.575,862470.0,862470.0,0.0,-37516,3.0
4976,佳凌,電子工業,30.5,29.675,580416.9,552778.0,0.0,60855,3.0
6525,捷敏-KY,電子工業,105.0,99.02000000000001,277740.0,277740.0,-14845.0,-15223,3.0
6574,霈方,生技醫療業,112.5,108.085,90540.0,90540.0,0.0,0,3.0
8341,日友,綠能環保,76.5,75.36500000000001,90000.0,90000.0,0.0,-672,3.0
4419,皇家美食,觀光餐旅,46.3,46.0575,3150.0,3000.0,0.0,48,3.0
2727,王品,觀光餐旅,236.5,229.8,468342.0,390285.0,81758.0,-3403,3.0
