股票代號,股票名稱,產業別,收盤價,MA20,評分,外資近3日淨買超,投信近3日淨買超,自營商,外資連買天數
3481,群創,電子工業,29.75,25.947499999999998,400551592.35,381477707.0,-11775.0,22004327,3.0
2317,鴻海,其他電子業,253.5,219.25,256828341.25,205462673.0,7310845.0,145190,3.0
2344,華邦電,電子工業,114.0,93.6,84921603.75,67937283.0,18063818.0,2292304,3.0
2408,南亞科,半導體業,287.0,226.875,56982732.5,45586186.0,25468512.0,211127,3.0
2027,大成鋼,鋼鐵工業,39.1,37.6125,35973580.0,35973580.0,-463000.0,-551134,3.0
2356,英業達,電子工業,49.95,46.32000000000001,34627986.0,34627986.0,-370929.0,-127841,3.0
3006,晶豪科,半導體業,196.5,166.725,9647505.6,8039588.0,12000.0,-146776,3.0
2376,技嘉,電子工業,309.0,278.425,8582386.05,8173701.0,-565851.0,640462,3.0
2406,國碩,光電業,34.9,31.97,8295182.0,8295182.0,0.0,-16921,3.0
2606,裕民,航運業,65.1,62.120000000000005,6415953.6,6110432.0,-1463217.0,201397,3.0
2637,慧洋-KY,航運業,76.8,72.965,4920564.0,4920564.0,-554924.0,-55954,3.0
2395,研華,電子工業,444.0,367.475,4309457.5,3447566.0,83173.0,57463,3.0
2458,義隆,電子工業,144.0,136.95,2852254.65,2716433.0,-826031.0,144701,3.0
3162,精確,電機機械,95.9,74.925,1935943.0,1935943.0,0.0,-39654,3.0
6414,樺漢,電腦及週邊設備業,351.5,313.275,1562247.0,1562247.0,-97000.0,-124358,3.0
3533,嘉澤,電子工業,2850.0,2532.5,1417456.8,1181214.0,274657.0,-40018,3.0
8163,達方,電子工業,28.5,27.6675,1127199.15,1073523.0,-301926.0,806,3.0
3691,碩禾,光電業,131.5,119.5,979851.6,933192.0,0.0,23247,3.0
8016,矽創,電子工業,265.5,222.8,970437.5,776350.0,4830.0,78966,3.0
6206,飛捷,電子工業,117.0,107.2,835000.0,668000.0,13683.0,85591,3.0
3055,蔚華科,電子工業,87.0,73.63000000000001,770723.1,734022.0,0.0,67679,3.0
2545,皇翔,建材營造,39.0,37.3125,696150.0,663000.0,0.0,29010,3.0
3213,茂訊,電腦及週邊設備業,114.5,106.375,447406.0,447406.0,0.0,-6162,3.0
3528,安馳,電子工業,88.5,75.7,442000.0,442000.0,0.0,-3000,3.0
6227,茂綸,電子通路業,101.0,93.83500000000001,434737.8,414036.0,0.0,59048,3.0
6477,安集,光電業,36.8,34.217499999999994,409023.0,409023.0,0.0,-4966,3.0
2397,友通,電腦及週邊設備業,59.9,58.580000000000005,328000.0,328000.0,0.0,-1000,3.0
6869,雲豹能源,綠能環保,86.9,84.56500000000001,249784.5,237890.0,0.0,14767,3.0
6606,建德工業,電機機械,25.15,24.3775,180600.0,172000.0,0.0,7000,3.0
1533,車王電,汽車工業,33.9,31.705000000000002,171150.0,163000.0,0.0,1000,3.0
6996,力領科技,半導體業,189.0,179.2,140770.35,134067.0,0.0,8513,3.0
1725,元禎,化學生技醫療,31.7,31.369999999999997,137000.0,137000.0,0.0,-1991,3.0
3268,海德威,半導體業,19.45,17.1925,65098.95,61999.0,0.0,390,3.0
6570,維田,電腦及週邊設備業,42.3,39.752500000000005,34000.0,34000.0,0.0,-970,3.0
5215,科嘉-KY,電子工業,39.15,37.870000000000005,32000.0,32000.0,0.0,-1971,3.0
1341,富林-KY,塑膠工業,61.8,60.685,7750.0,7750.0,0.0,0,3.0
3095,及成,通信網路業,44.0,38.375,5248.95,4999.0,0.0,11,3.0
2892,第一金,金融保險,29.15,28.632500000000004,62511573.6,59534832.0,-694970.0,237043,3.0
1605,華新,電器電纜,35.85,31.8,36557461.5,34816630.0,-7201.0,2591472,3.0
6116,彩晶,電子工業,9.4,8.6555,32874448.95,31308999.0,0.0,621706,3.0
6005,群益證,金融保險,31.15,28.477500000000003,24988886.0,24988886.0,-22052444.0,0,3.0
2492,華新科,電子工業,160.0,140.175,19772181.25,15817745.0,5000.0,678648,3.0
6285,啟碁,通信網路業,256.0,233.65,17439285.0,13951428.0,1420000.0,549737,3.0
6182,合晶,半導體業,55.6,40.942499999999995,14173644.45,13498709.0,0.0,2070017,3.0
6244,茂迪,光電業,30.3,27.755000000000003,5399117.85,5142017.0,0.0,361888,3.0
3023,信邦,電子工業,310.0,282.075,3735295.2,3557424.0,-93211.0,4462,3.0
2392,正崴,電子工業,40.5,37.11,2544304.35,2423147.0,0.0,120111,3.0
2641,正德,航運業,18.5,17.715,1145999.0,1145999.0,0.0,-25725,3.0
8454,富邦媒,數位雲端,189.0,176.85,1015227.6,846023.0,282660.0,-1621,3.0
2362,藍天,電子工業,39.95,38.705,942053.0,942053.0,0.0,-4000,3.0
3141,晶宏,半導體業,56.1,46.9825,869421.0,828020.0,0.0,74854,3.0
3014,聯陽,半導體業,131.5,124.35,859488.0,716240.0,9552.0,-7609,3.0
6449,鈺邦,電子工業,179.0,168.75,833688.45,793989.0,-117285.0,59740,3.0
6944,兆聯實業,綠能環保,985.0,932.55,803855.85,765577.0,-31826.0,39126,3.0
6177,達麗,建材營造,45.95,45.760000000000005,742194.0,618495.0,78000.0,-12000,3.0
8390,金益鼎,綠能環保類,94.4,89.08500000000001,570217.2,543064.0,0.0,37769,3.0
6224,聚鼎,電子工業,87.0,62.51500000000001,558999.0,558999.0,0.0,-22218,3.0
6024,群益期,金融保險,58.2,56.35999999999999,460726.0,460726.0,0.0,0,3.0
3716,中化控股,化學生技醫療,34.6,32.540000000000006,372942.0,372942.0,0.0,0,3.0
3122,笙泉,半導體業,39.9,30.057499999999997,364017.0,364017.0,0.0,-29847,3.0
2497,怡利電,汽車工業,60.5,55.970000000000006,344449.35,328047.0,0.0,11722,3.0
2597,潤弘,建材營造,156.0,154.525,259544.0,259544.0,-1000.0,-2000,3.0
7709,榮田,電機機械,88.3,75.45,238206.15,226863.0,0.0,3110,3.0
6651,全宇昕,半導體業,110.5,99.015,159810.0,152200.0,0.0,1000,3.0
6115,鎰勝,電子工業,47.8,47.677499999999995,154000.0,154000.0,0.0,-3870,3.0
2230,泰茂,電機機械,35.05,29.747499999999995,137100.0,137100.0,0.0,0,3.0
8341,日友,綠能環保,75.5,75.30999999999999,97000.0,97000.0,0.0,-3000,3.0
9942,茂順,其他,120.0,117.35,89266.8,85016.0,0.0,2181,3.0
4572,駐龍,電機機械,148.0,146.075,65131.5,62030.0,0.0,3000,3.0
3611,鼎翰,電腦及週邊設備業,190.5,188.8,46019.0,46019.0,0.0,0,3.0
6026,福邦證,金融業,16.7,15.1,4030999.0,4030999.0,0.0,0,3.0
6015,宏遠證,金融業,16.05,13.84,2853044.0,2853044.0,0.0,0,3.0
2727,王品,觀光餐旅,231.0,227.15,437611.25,350089.0,85514.0,4521,3.0
2910,統領,貿易百貨,22.85,22.1575,31000.0,31000.0,0.0,0,3.0
