股票代號,股票名稱,產業別,收盤價,MA20,評分,外資近3日淨買超,投信近3日淨買超,自營商,外資連買天數
2890,永豐金,金融保險,33.0,30.255000000000003,124691552.5,99753242.0,2456309.0,177644,3.0
1326,台化,塑膠工業,56.5,47.3675,47877312.0,45597440.0,-548000.0,475302,3.0
3706,神達,電子工業,100.0,86.13000000000001,38197100.0,30557680.0,17000.0,1554221,3.0
2897,王道銀行,金融保險,10.2,10.048,14295519.0,14295519.0,-1940000.0,-266000,3.0
1714,和桐,化學工業,11.0,9.7405,10823933.4,10308508.0,0.0,579233,3.0
2357,華碩,電子工業,931.0,706.8,8098283.75,6478627.0,2713348.0,95037,3.0
3324,雙鴻,其他電子類,1280.0,1049.1,7382402.5,5905922.0,1900.0,74143,3.0
2889,國票金,金融保險,15.15,14.675000000000002,4418082.0,4418082.0,-12000.0,-1000,3.0
2637,慧洋-KY,航運業,77.0,74.47999999999999,4271803.2,4068384.0,-4682766.0,22746,3.0
6126,信音,電子零組件業,42.65,34.9675,3944992.8,3757136.0,0.0,460000,3.0
6214,精誠,電子工業,153.0,129.925,3841112.4,3200927.0,299000.0,-20152,3.0
1722,台肥,化學工業,47.95,46.4025,3833277.0,3650740.0,-4000.0,4051,3.0
3689,湧德,電子零組件業,142.0,126.475,2869095.6,2732472.0,0.0,232043,3.0
2108,南帝,橡膠工業,28.9,27.625,2485848.75,2367475.0,0.0,2591,3.0
2101,南港,橡膠工業,32.85,31.622500000000002,2279336.0,2279336.0,0.0,-19000,3.0
5522,遠雄,建材營造,76.2,71.46,1629765.9,1552158.0,-11000.0,81000,3.0
5302,太欣,半導體業,11.65,10.665000000000001,1149076.0,1149076.0,0.0,-562,3.0
2211,長榮鋼,鋼鐵工業,95.0,94.22500000000001,888516.3,846206.0,-1201341.0,10959,3.0
3526,凡甲,電子零組件業,390.0,375.15,828758.7,789294.0,-92957.0,44168,3.0
3322,建舜電,電子零組件業,14.35,13.215,801580.0,801580.0,0.0,0,3.0
4716,大立,化學工業,16.65,15.114999999999998,745916.0,745916.0,0.0,-2,3.0
8927,北基,油電燃氣業,20.1,19.330000000000002,619477.0,619477.0,0.0,0,3.0
4714,永捷,化學工業,14.15,13.795000000000002,589584.0,589584.0,0.0,-2001,3.0
2527,宏璟,建材營造,37.25,34.765,585676.35,557787.0,0.0,10000,3.0
2545,皇翔,建材營造,38.2,37.46,561562.0,561562.0,0.0,-2000,3.0
6869,雲豹能源,綠能環保,87.0,83.56500000000001,538360.2,512724.0,0.0,14029,3.0
3686,達能,電子工業,17.7,17.425,526108.8,501056.0,0.0,2000,3.0
5905,南仁湖,觀光餐旅,8.42,8.1145,524700.0,524700.0,0.0,-435,3.0
2397,友通,電腦及週邊設備業,67.1,61.64,430516.8,410016.0,0.0,1000,3.0
1598,岱宇,運動休閒,21.0,20.47,370226.0,370226.0,0.0,-1000,3.0
1342,八貫,其他,95.2,93.465,358000.0,358000.0,0.0,-1000,3.0
2450,神腦,通信網路業,31.45,29.672500000000003,351134.0,351134.0,0.0,-1000,3.0
6023,元大期,金融業,102.0,99.13000000000001,328060.0,328060.0,-115000.0,0,3.0
8183,精星,其他電子類,33.4,31.6625,306600.0,292000.0,0.0,28399,3.0
6776,展碁國際,電子工業,61.0,58.31500000000001,268210.0,268210.0,0.0,0,3.0
1725,元禎,化學生技醫療,34.1,31.565000000000005,257000.0,257000.0,0.0,0,3.0
8059,凱碩,通信網路業,21.0,19.622500000000002,234150.0,234150.0,0.0,0,3.0
4736,泰博,化學生技醫療,126.0,123.225,197182.8,164319.0,1000.0,0,3.0
2832,台產,金融保險,55.0,53.395,172281.9,164078.0,0.0,1000,3.0
