股票代號,股票名稱,產業別,收盤價,MA20,評分,外資近3日淨買超,投信近3日淨買超,自營商,外資連買天數
2344,華邦電,電子工業,134.0,100.57000000000001,69574186.25,55659349.0,32705438.0,2043922,3.0
2481,強茂,半導體業,115.5,106.045,23046756.0,19205630.0,3568321.0,-642003,3.0
3048,益登,電子通路業,51.0,41.114999999999995,16045710.0,12836568.0,1000.0,436924,3.0
2606,裕民,航運業,64.6,62.98499999999999,14504397.6,13813712.0,-12680000.0,327656,3.0
2376,技嘉,電子工業,327.0,292.575,8529547.5,6823638.0,148604.0,256934,3.0
2485,兆赫,電子工業,70.7,67.45,7818027.0,7445740.0,-21000.0,604979,3.0
8926,台汽電,油電燃氣業,57.6,47.65,6481405.0,6481405.0,-7000.0,-129087,3.0
6166,凌華,電腦及週邊設備業,111.5,83.28,3232836.0,3232836.0,0.0,-361819,3.0
6139,亞翔,其他電子業,720.0,699.75,2898000.0,2760000.0,-631974.0,132337,3.0
3044,健鼎,電子工業,512.0,467.65,2681288.4,2234407.0,85864.0,-118773,3.0
6446,藥華藥,生技醫療業,782.0,668.25,2355335.0,2355335.0,-11300.0,-31945,3.0
8147,正淩,電子零組件業,182.0,164.75,2137178.4,2035408.0,0.0,28003,3.0
3413,京鼎,半導體業,321.0,316.625,1779920.1,1695162.0,-19000.0,3515,3.0
8040,九暘,半導體業,87.9,73.135,1657050.0,1657050.0,0.0,-355,3.0
3479,安勤,電腦及週邊設備業,104.0,94.325,1003055.55,955291.0,0.0,8772,3.0
6196,帆宣,電子工業,435.5,390.75,961890.3,916086.0,-2901.0,110504,3.0
6227,茂綸,電子通路業,113.5,97.07000000000001,905284.8,862176.0,0.0,14128,3.0
4551,智伸科,汽車工業,155.5,139.725,738799.0,738799.0,0.0,-8768,3.0
6419,京晨科,光電業,177.0,144.325,324282.0,324282.0,0.0,-3061,3.0
2397,友通,電腦及週邊設備業,61.0,58.61,322940.0,322940.0,0.0,0,3.0
2832,台產,金融保險,53.9,51.970000000000006,219400.0,219400.0,0.0,-23602,3.0
2425,承啟,電子工業,35.2,31.217499999999994,214107.0,214107.0,0.0,0,3.0
6515,穎崴,電子工業,10540.0,10213.5,186910.0,149528.0,26790.0,8138,3.0
4580,捷流閥業,電機機械,82.5,80.765,48000.0,48000.0,0.0,0,3.0
6629,泰金-KY,居家生活類,126.0,120.1,27101.0,27101.0,0.0,-75,3.0
8069,元太,光電業,226.0,159.225,51761192.4,43134327.0,9255540.0,-755420,3.0
3045,台灣大,通信網路業,115.0,111.6,16872542.0,16872542.0,-588757.0,-363450,3.0
6509,聚和,化學工業,47.05,43.05,6424853.4,6118908.0,0.0,1700,3.0
4966,譜瑞-KY,半導體業,819.0,623.4,4605057.5,3684046.0,3809000.0,2809,3.0
8390,金益鼎,綠能環保類,111.0,92.58,1660732.0,1660732.0,0.0,-206063,3.0
2428,興勤,電子零組件業,212.0,185.425,1533047.25,1460045.0,0.0,9673,3.0
2009,第一銅,鋼鐵工業,40.6,39.11,1402768.0,1402768.0,0.0,-22804,3.0
3008,大立光,光電業,3135.0,2639.25,1324898.75,1059919.0,490259.0,153972,3.0
3537,堡達,電子零組件業,51.5,45.3675,612068.0,612068.0,0.0,-148,3.0
4976,佳凌,電子工業,31.25,29.645,565358.85,538437.0,0.0,17000,3.0
5324,士開,建材營造,11.5,11.11,121000.0,121000.0,0.0,-1000,3.0
8341,日友,綠能環保,76.2,75.36,97115.0,97115.0,0.0,0,3.0
2066,世德,電機機械,55.6,46.917500000000004,13650.0,13000.0,0.0,41850,3.0
7713,威力德生醫,生技醫療業,68.0,60.839999999999996,11444.0,11444.0,0.0,0,3.0
5878,台名,金融業,40.55,36.7675,5000.0,5000.0,0.0,0,3.0
8472,夠麻吉,數位雲端類,71.0,70.89000000000001,4000.0,4000.0,0.0,0,3.0
8342,益張,其他,88.8,54.085,3000.0,3000.0,0.0,0,3.0
8424,惠普,建材營造,73.0,66.765,3000.0,3000.0,0.0,0,3.0
2727,王品,觀光餐旅,237.0,229.25,464143.75,371315.0,26758.0,3390,3.0
