rank,stock_id,stock_name,market,listed_market,official_industry_raw,normalized_industry,listing_date,is_active_latest_price,latest_price_date,latest_close,revenue_12m,revenue_month_count,revenue_period_start,revenue_period_end,ranking_basis,source,source_date,quality_note
,6560,欣普羅,tpex,上櫃,光電業,光電業,2017-01-24,true,2026-07-29,30.65,207056000,12,2025-05-01,2026-04-01,not_ranked_or_inactive,V5 SQLite TaiwanStockInfo/TaiwanStockMonthRevenue/TaiwanStockPrice,2026-07-29,官方母體與暫排行；產品子題待後續熱力圖輪到時補官方產品頁與細分分類。
,6668,中揚光,twse,上市,光電業,光電業,2018-12-12,true,2026-07-29,37.15,1207871000,12,2025-05-01,2026-04-01,not_ranked_or_inactive,V5 SQLite TaiwanStockInfo/TaiwanStockMonthRevenue/TaiwanStockPrice,2026-07-29,官方母體與暫排行；產品子題待後續熱力圖輪到時補官方產品頁與細分分類。
,6673,和詮,emerging,emerging,光電業,光電業,,true,2026-07-29,11.05,,0,,,not_ranked_or_inactive,V5 SQLite TaiwanStockInfo/TaiwanStockMonthRevenue/TaiwanStockPrice,2026-07-29,官方母體與暫排行；產品子題待後續熱力圖輪到時補官方產品頁與細分分類。
,6682,華旭先進,emerging,emerging,光電業,光電業,,true,2026-07-29,34.45,,0,,,not_ranked_or_inactive,V5 SQLite TaiwanStockInfo/TaiwanStockMonthRevenue/TaiwanStockPrice,2026-07-29,官方母體與暫排行；產品子題待後續熱力圖輪到時補官方產品頁與細分分類。
,6706,惠特,twse,上市,光電業,光電業,2019-12-19,true,2026-07-29,94.1,639157000,12,2025-05-01,2026-04-01,not_ranked_or_inactive,V5 SQLite TaiwanStockInfo/TaiwanStockMonthRevenue/TaiwanStockPrice,2026-07-29,官方母體與暫排行；產品子題待後續熱力圖輪到時補官方產品頁與細分分類。
,6729,機光科技,emerging,emerging,光電業,光電業,,true,2026-07-29,41.05,,0,,,not_ranked_or_inactive,V5 SQLite TaiwanStockInfo/TaiwanStockMonthRevenue/TaiwanStockPrice,2026-07-29,官方母體與暫排行；產品子題待後續熱力圖輪到時補官方產品頁與細分分類。
,6742,澤米,twse,上市,光電業,光電業,2023-12-05,true,2026-07-29,42.3,471275000,12,2025-05-01,2026-04-01,not_ranked_or_inactive,V5 SQLite TaiwanStockInfo/TaiwanStockMonthRevenue/TaiwanStockPrice,2026-07-29,官方母體與暫排行；產品子題待後續熱力圖輪到時補官方產品頁與細分分類。
,6775,穎台科技,emerging,emerging,光電業,光電業,,true,2026-07-29,25.95,,0,,,not_ranked_or_inactive,V5 SQLite TaiwanStockInfo/TaiwanStockMonthRevenue/TaiwanStockPrice,2026-07-29,官方母體與暫排行；產品子題待後續熱力圖輪到時補官方產品頁與細分分類。
,6787,晶瑞光,emerging,emerging,光電業,光電業,,true,2026-07-29,31.6,,0,,,not_ranked_or_inactive,V5 SQLite TaiwanStockInfo/TaiwanStockMonthRevenue/TaiwanStockPrice,2026-07-29,官方母體與暫排行；產品子題待後續熱力圖輪到時補官方產品頁與細分分類。
,6812,梭特,emerging,emerging,光電業,光電業,,true,2026-07-29,50.9,,0,,,not_ranked_or_inactive,V5 SQLite TaiwanStockInfo/TaiwanStockMonthRevenue/TaiwanStockPrice,2026-07-29,官方母體與暫排行；產品子題待後續熱力圖輪到時補官方產品頁與細分分類。
,6859,伯特光,tpex,上櫃,光電業,光電業,2022-11-28,true,2026-07-29,99.0,791340000,12,2025-05-01,2026-04-01,not_ranked_or_inactive,V5 SQLite TaiwanStockInfo/TaiwanStockMonthRevenue/TaiwanStockPrice,2026-07-29,官方母體與暫排行；產品子題待後續熱力圖輪到時補官方產品頁與細分分類。
,6867,坦德科技,emerging,emerging,光電業,光電業,,true,2026-07-29,24.85,26854000,1,2026-07-01,2026-07-01,not_ranked_or_inactive,V5 SQLite TaiwanStockInfo/TaiwanStockMonthRevenue/TaiwanStockPrice,2026-07-29,官方母體與暫排行；產品子題待後續熱力圖輪到時補官方產品頁與細分分類。
,6899,創為精密,tpex,上櫃,光電業,光電業,2024-04-08,true,2026-07-29,49.0,1181159000,12,2025-05-01,2026-04-01,not_ranked_or_inactive,V5 SQLite TaiwanStockInfo/TaiwanStockMonthRevenue/TaiwanStockPrice,2026-07-29,官方母體與暫排行；產品子題待後續熱力圖輪到時補官方產品頁與細分分類。
,6916,華凌,twse,上市,光電業,光電業,2023-12-05,true,2026-07-29,17.3,2020003000,12,2025-05-01,2026-04-01,not_ranked_or_inactive,V5 SQLite TaiwanStockInfo/TaiwanStockMonthRevenue/TaiwanStockPrice,2026-07-29,官方母體與暫排行；產品子題待後續熱力圖輪到時補官方產品頁與細分分類。
,6979,勝釩,emerging,emerging,光電業,光電業,,true,2026-07-29,116.5,,0,,,not_ranked_or_inactive,V5 SQLite TaiwanStockInfo/TaiwanStockMonthRevenue/TaiwanStockPrice,2026-07-29,官方母體與暫排行；產品子題待後續熱力圖輪到時補官方產品頁與細分分類。
,7402,邑錡,tpex,上櫃,光電業,光電業,2015-12-29,true,2026-07-29,96.3,498102000,12,2025-06-01,2026-05-01,not_ranked_or_inactive,V5 SQLite TaiwanStockInfo/TaiwanStockMonthRevenue/TaiwanStockPrice,2026-07-29,官方母體與暫排行；產品子題待後續熱力圖輪到時補官方產品頁與細分分類。
,7753,星亞,tpex,上櫃,光電業,光電業,2025-08-11,true,2026-07-29,37.35,720900000,10,2025-07-01,2026-04-01,not_ranked_or_inactive,V5 SQLite TaiwanStockInfo/TaiwanStockMonthRevenue/TaiwanStockPrice,2026-07-29,官方母體與暫排行；產品子題待後續熱力圖輪到時補官方產品頁與細分分類。
,7771,綠基,emerging,emerging,光電業,光電業,,true,2026-07-29,49.3,,0,,,not_ranked_or_inactive,V5 SQLite TaiwanStockInfo/TaiwanStockMonthRevenue/TaiwanStockPrice,2026-07-29,官方母體與暫排行；產品子題待後續熱力圖輪到時補官方產品頁與細分分類。
,8049,晶采,tpex,上櫃,光電業,光電業,2004-02-02,true,2026-07-29,24.9,1271047000,12,2025-05-01,2026-04-01,not_ranked_or_inactive,V5 SQLite TaiwanStockInfo/TaiwanStockMonthRevenue/TaiwanStockPrice,2026-07-29,官方母體與暫排行；產品子題待後續熱力圖輪到時補官方產品頁與細分分類。
,8064,東捷,tpex,上櫃,光電業,光電業,2006-09-25,true,2026-07-29,87.8,3025873000,12,2025-05-01,2026-04-01,not_ranked_or_inactive,V5 SQLite TaiwanStockInfo/TaiwanStockMonthRevenue/TaiwanStockPrice,2026-07-29,官方母體與暫排行；產品子題待後續熱力圖輪到時補官方產品頁與細分分類。
,8087,華鎂鑫,tpex,上櫃,光電業,光電業,2004-02-25,true,2026-07-29,28.0,435020000,12,2025-05-01,2026-04-01,not_ranked_or_inactive,V5 SQLite TaiwanStockInfo/TaiwanStockMonthRevenue/TaiwanStockPrice,2026-07-29,官方母體與暫排行；產品子題待後續熱力圖輪到時補官方產品頁與細分分類。
,8104,錸寶,twse,上市,光電業,光電業,2019-01-17,true,2026-07-29,29.15,3284725000,12,2025-05-01,2026-04-01,not_ranked_or_inactive,V5 SQLite TaiwanStockInfo/TaiwanStockMonthRevenue/TaiwanStockPrice,2026-07-29,官方母體與暫排行；產品子題待後續熱力圖輪到時補官方產品頁與細分分類。
,8105,凌巨,twse,上市,光電業,光電業,2006-12-27,true,2026-07-29,15.15,8675345000,12,2025-05-01,2026-04-01,not_ranked_or_inactive,V5 SQLite TaiwanStockInfo/TaiwanStockMonthRevenue/TaiwanStockPrice,2026-07-29,官方母體與暫排行；產品子題待後續熱力圖輪到時補官方產品頁與細分分類。
,8111,立碁,tpex,上櫃,光電業,光電業,2004-02-09,true,2026-07-29,62.6,849375000,12,2025-05-01,2026-04-01,not_ranked_or_inactive,V5 SQLite TaiwanStockInfo/TaiwanStockMonthRevenue/TaiwanStockPrice,2026-07-29,官方母體與暫排行；產品子題待後續熱力圖輪到時補官方產品頁與細分分類。
,8199,廣鎵,twse,上市,光電業,光電業,,false,,,,0,,,not_ranked_or_inactive,V5 SQLite TaiwanStockInfo/TaiwanStockMonthRevenue/TaiwanStockPrice,2026-07-29,官方母體與暫排行；產品子題待後續熱力圖輪到時補官方產品頁與細分分類。
,8215,明基材,twse,上市,光電業,光電業,2010-11-12,true,2026-07-29,21.7,17811752000,12,2025-05-01,2026-04-01,not_ranked_or_inactive,V5 SQLite TaiwanStockInfo/TaiwanStockMonthRevenue/TaiwanStockPrice,2026-07-29,官方母體與暫排行；產品子題待後續熱力圖輪到時補官方產品頁與細分分類。
,8240,華宏,tpex,上櫃,光電業,光電業,2005-06-23,true,2026-07-29,36.8,6863666000,12,2025-05-01,2026-04-01,not_ranked_or_inactive,V5 SQLite TaiwanStockInfo/TaiwanStockMonthRevenue/TaiwanStockPrice,2026-07-29,官方母體與暫排行；產品子題待後續熱力圖輪到時補官方產品頁與細分分類。
