股票代號,股票名稱,產業別,收盤價,MA20,評分,外資近3日淨買超,投信近3日淨買超,自營商,外資連買天數
2317,鴻海,其他電子業,289.0,251.775,141026287.5,112821030.0,7687119.0,4618013,3.0
2324,仁寶,電子工業,36.7,30.752499999999998,122518330.2,116684124.0,-27561425.0,3003287,3.0
3231,緯創,電子工業,158.5,142.2,27792086.25,22233669.0,3161568.0,2273653,3.0
8131,福懋科,半導體業,73.5,66.57,8873850.3,8451286.0,0.0,113666,3.0
2376,技嘉,電子工業,370.0,319.35,8414026.25,6731221.0,3151181.0,586874,3.0
3380,明泰,通信網路業,38.6,33.352500000000006,5851517.7,5572874.0,-1000.0,440943,3.0
8070,長華*,電子工業,52.5,47.1825,5230483.65,4981413.0,-598128.0,5609,3.0
6446,藥華藥,生技醫療業,930.0,776.15,2595872.5,2076698.0,192929.0,2651,3.0
8358,金居,電子零組件業,608.0,478.25,2067720.0,1723100.0,13700.0,-377956,3.0
6134,萬旭,電子零組件業,36.2,32.035000000000004,1966601.7,1872954.0,0.0,1624,3.0
1447,力鵬,紡織纖維,6.21,5.418,1062000.0,1062000.0,0.0,-3993,3.0
4534,慶騰,電機機械,28.2,24.055,1033251.45,984049.0,0.0,1961,3.0
5522,遠雄,建材營造,72.7,70.565,871740.0,871740.0,-4000.0,-5000,3.0
8935,邦泰,其他,21.0,19.4625,603682.0,603682.0,0.0,0,3.0
6541,泰福-KY,化學生技醫療,39.0,38.9225,420679.35,400647.0,0.0,1000,3.0
3229,晟鈦,電子工業,49.5,42.3925,375585.0,357700.0,0.0,7,3.0
4953,緯軟,資訊服務業,122.5,120.1,288793.05,275041.0,0.0,8031,3.0
4807,日成-KY,貿易百貨,27.9,23.597500000000004,220666.95,210159.0,0.0,230,3.0
8171,天宇,綠能環保類,23.65,23.2725,217113.0,217113.0,0.0,0,3.0
6894,衛司特,綠能環保類,389.5,352.1,189000.0,180000.0,0.0,8794,3.0
3002,歐格,電腦及週邊設備業,17.7,17.3875,168000.0,168000.0,0.0,0,3.0
3556,禾瑞亞,半導體業,67.2,54.4,151349.1,144142.0,0.0,53056,3.0
6716,應廣,半導體業,107.0,97.34,147404.0,147404.0,0.0,-4790,3.0
8411,福貞-KY,其他,12.2,12.120000000000001,46000.0,46000.0,0.0,-3000,3.0
2353,宏碁,電子工業,35.2,29.222500000000004,26902561.0,26902561.0,-1915665.0,-2427029,3.0
2885,元大金,金融保險,59.6,56.0,24882728.0,24882728.0,-23542346.0,-281989,3.0
1710,東聯,化學工業,13.8,12.5375,5300925.0,5048500.0,0.0,69625,3.0
8473,山林水,綠能環保,50.4,38.105000000000004,2684029.95,2556219.0,0.0,10366,3.0
6141,柏承,電子工業,46.0,34.445,2480900.0,2480900.0,0.0,-49406,3.0
6757,台灣虎航,航運業,56.7,53.52,2394715.05,2280681.0,0.0,5750,3.0
2392,正崴,電子工業,39.25,35.475,1917365.1,1826062.0,-1000.0,125947,3.0
4306,炎洲,塑膠工業,14.05,13.507500000000002,1820999.0,1820999.0,0.0,-9000,3.0
2243,宏旭-KY,汽車工業,27.3,23.35,1126577.55,1072931.0,0.0,4941,3.0
4933,友輝,光電業,77.3,71.6,1121935.5,1068510.0,0.0,3469,3.0
1612,宏泰,電器電纜,37.25,36.565,922239.15,878323.0,-61960.0,121638,3.0
3406,玉晶光,光電業,603.0,553.35,655595.85,624377.0,-64000.0,108063,3.0
2362,藍天,電子工業,44.05,40.025,596170.0,596170.0,0.0,-24571,3.0
2645,長榮航太,航運業,166.5,158.025,582443.4,554708.0,-4000.0,7589,3.0
3607,谷崧,電子零組件業,15.65,14.635,543140.85,517277.0,0.0,3,3.0
9935,慶豐富,居家生活,18.95,18.442500000000003,433330.0,433330.0,0.0,0,3.0
6024,群益期,金融保險,57.7,56.90500000000001,294338.0,294338.0,0.0,0,3.0
2849,安泰銀,金融保險,13.9,13.5475,238350.0,227000.0,0.0,2000,3.0
6170,統振,通信網路業,51.4,50.9,238005.0,238005.0,0.0,0,3.0
3114,好德,電子零組件業,31.25,27.192500000000003,191210.25,182105.0,0.0,17855,3.0
4106,雃博,化學生技醫療,24.4,22.919999999999998,161000.0,161000.0,0.0,-3202,3.0
8201,無敵,其他電子業,13.45,12.8325,53126.85,50597.0,0.0,1000,3.0
2024,志聯,鋼鐵工業,14.1,13.147499999999999,15000.0,15000.0,0.0,0,3.0
6026,福邦證,金融業,16.85,15.857500000000002,5952889.0,5952889.0,0.0,0,3.0
