股票代號,股票名稱,產業別,收盤價,MA20,評分,外資近3日淨買超,投信近3日淨買超,自營商,外資連買天數
3231,緯創,電子工業,174.0,143.875,53363618.4,44469682.0,3052568.0,-268173,3.0
2610,華航,航運業,19.55,18.6175,46208557.5,44008150.0,-338026.0,1706487,3.0
2406,國碩,光電業,35.9,33.095,10187421.3,9702306.0,0.0,5244,3.0
8112,至上,電子工業,91.4,85.34,6273092.5,5018474.0,2240022.0,751823,3.0
2501,國建,建材營造,22.95,22.3775,4561455.0,4561455.0,-677000.0,-1000,3.0
3689,湧德,電子零組件業,137.5,126.625,4087071.45,3892449.0,0.0,42148,3.0
6805,富世達,電子工業,2120.0,1844.0,3211911.25,2569529.0,558000.0,58260,3.0
6214,精誠,電子工業,144.0,126.9,2249832.5,1799866.0,1626.0,82500,3.0
1444,力麗,紡織纖維,6.74,5.9885,2073750.0,1975000.0,0.0,21000,3.0
3324,雙鴻,其他電子類,1145.0,1040.6,2067908.75,1654327.0,10000.0,142372,3.0
5522,遠雄,建材營造,74.2,70.80499999999999,1350223.35,1285927.0,-4000.0,146000,3.0
2511,太子,建材營造,7.81,7.7125,1347150.0,1283000.0,0.0,31000,3.0
3515,華擎,電子工業,253.5,234.875,1325921.25,1060737.0,6000.0,68633,3.0
6112,邁達特,電子工業,47.05,43.435,1090150.95,1038239.0,0.0,68302,3.0
5607,遠雄港,航運業,51.8,49.375,1052429.7,1002314.0,0.0,4000,3.0
3483,力致,電腦及週邊設備業,103.0,92.59,1050327.5,840262.0,8826.0,84228,3.0
6414,樺漢,電腦及週邊設備業,375.5,349.025,748626.0,623855.0,129000.0,-34812,3.0
3057,喬鼎,電子工業,22.4,20.085,635525.0,635525.0,0.0,-3441,3.0
3071,協禧,電腦及週邊設備業,33.45,30.752499999999998,628000.0,628000.0,0.0,-815,3.0
3588,通嘉,半導體業,63.6,61.98,526246.35,501187.0,0.0,1000,3.0
1598,岱宇,運動休閒,20.65,20.47,522921.0,498020.0,0.0,4000,3.0
6541,泰福-KY,化學生技醫療,41.4,39.03,444022.0,444022.0,0.0,0,3.0
1337,再生-KY,塑膠工業,4.93,4.8545,417900.0,398000.0,0.0,22000,3.0
2397,友通,電腦及週邊設備業,64.8,60.959999999999994,373001.0,373001.0,0.0,0,3.0
1416,廣豐,其他,11.25,11.182500000000001,288000.0,288000.0,0.0,0,3.0
8045,達運光電,電子工業,71.3,71.2,275159.0,275159.0,0.0,-20759,3.0
6885,全福生技,生技醫療業,22.35,22.080000000000002,263764.2,251204.0,0.0,3016,3.0
1713,國化,化學工業,49.5,47.907500000000006,248000.0,248000.0,0.0,0,3.0
6776,展碁國際,電子工業,60.0,57.989999999999995,241235.0,241235.0,0.0,0,3.0
2506,太設,建材營造,8.72,8.657,226000.0,226000.0,0.0,0,3.0
8032,光菱,電子通路業,43.75,42.792500000000004,194137.0,194137.0,0.0,-158,3.0
6894,衛司特,綠能環保類,409.0,355.75,188196.0,188196.0,0.0,-455,3.0
6712,長聖,生技醫療業,136.0,134.625,167332.2,159364.0,0.0,327,3.0
4523,永彰,電機機械,30.2,29.3525,165000.0,165000.0,0.0,0,3.0
3002,歐格,電腦及週邊設備業,19.45,17.4525,128100.0,122000.0,0.0,6876,3.0
