股票代號,股票名稱,產業別,收盤價,MA20,評分,外資近3日淨買超,投信近3日淨買超,自營商,外資連買天數
1802,台玻,玻璃陶瓷,76.6,68.83000000000001,112232720.0,89786176.0,644000.0,3946674,3.0
3715,定穎投控,電子工業,194.5,174.1,24610238.75,19688191.0,555000.0,537891,3.0
2388,威盛,半導體業,84.4,73.11,12704900.25,12099905.0,0.0,312770,3.0
2436,偉詮電,半導體業,78.6,72.41499999999999,7879053.75,6303243.0,10000.0,536618,3.0
1785,光洋科,其他電子類,150.0,143.95,5763991.2,4803326.0,337.0,-404602,3.0
2486,一詮,光電業,272.0,264.1,3129495.0,3129495.0,0.0,-169140,3.0
4551,智伸科,汽車工業,226.0,161.5,3110156.7,2962054.0,-109000.0,15115,3.0
8054,安國,半導體業,113.5,103.44000000000001,3102624.0,2954880.0,0.0,161204,3.0
6672,騰輝電子-KY,電子工業,255.5,222.575,2593619.0,2593619.0,0.0,-47404,3.0
8358,金居,電子零組件業,691.0,601.1,2551714.8,2126429.0,1194000.0,-1068936,3.0
5469,瀚宇博,電子工業,90.6,84.83,2277478.35,2169027.0,0.0,115292,3.0
6179,亞通,其他,26.7,24.31,2023530.0,2023530.0,0.0,-185547,3.0
3360,尚立,電子通路業,17.25,14.895000000000001,1454357.1,1385102.0,0.0,567,3.0
5434,崇越,電子通路業,506.0,465.9,1054330.0,1054330.0,-262956.0,-3104,3.0
3530,晶相光,半導體業,73.4,66.72999999999999,940000.0,940000.0,0.0,0,3.0
3031,佰鴻,光電業,30.5,30.182499999999997,934451.0,934451.0,0.0,-1164,3.0
3588,通嘉,半導體業,66.3,60.375,842698.5,802570.0,0.0,26807,3.0
2832,台產,金融保險,56.5,54.375,574467.6,547112.0,0.0,6000,3.0
3372,典範,半導體業,21.5,21.02,566746.0,566746.0,0.0,-546,3.0
3390,旭軟,電子零組件業,29.4,28.222500000000004,413132.0,413132.0,0.0,-267,3.0
5236,凌陽創新,半導體業,176.0,169.45,384349.35,366047.0,0.0,7520,3.0
6023,元大期,金融業,100.0,99.58000000000001,339791.0,339791.0,0.0,0,3.0
8109,博大,電子零組件業,128.5,121.6,314378.4,299408.0,-1000.0,2100,3.0
6229,研通,半導體業,27.9,26.817500000000003,275075.0,275075.0,0.0,0,3.0
2059,川湖,電子工業,7550.0,5930.5,246592.0,246592.0,-75234.0,-8727,3.0
8072,陞泰,電子工業,31.25,28.794999999999998,231469.0,231469.0,0.0,-1000,3.0
8068,全達,電子通路業,20.1,19.5675,192030.0,192030.0,0.0,0,3.0
1731,美吾華,化學生技醫療,21.7,21.564999999999998,59500.0,59500.0,0.0,-3000,3.0
2506,太設,建材營造,8.93,8.874500000000001,30000.0,30000.0,0.0,0,3.0
3150,鈺寶-創,半導體業,19.95,19.285,23000.0,23000.0,0.0,-13000,3.0
6680,鑫創電子,電腦及週邊設備業,51.7,49.905,8000.0,8000.0,0.0,0,3.0
1301,台塑,塑膠工業,52.4,47.55,172955823.6,164719832.0,-107473840.0,937642,3.0
6213,聯茂,電子工業,308.0,266.625,25643388.75,20514711.0,449000.0,443949,3.0
2441,超豐,半導體業,140.0,131.375,14901061.35,14191487.0,-5634000.0,216035,3.0
1313,聯成,塑膠工業,12.05,11.080000000000002,6423040.05,6117181.0,0.0,25915,3.0
3317,尼克森,半導體業,97.1,81.44500000000001,4315941.0,4110420.0,0.0,63537,3.0
8033,雷虎,其他,142.0,133.325,3774097.0,3774097.0,0.0,-535197,3.0
3591,艾笛森,光電業,25.95,24.322499999999998,1738882.95,1656079.0,0.0,100552,3.0
4961,天鈺,電子工業,177.5,170.15,1471907.5,1177526.0,23000.0,10024,3.0
2645,長榮航太,航運業,173.5,167.275,1097609.1,1045342.0,-254000.0,9700,3.0
5324,士開,建材營造,12.25,12.025,921141.0,921141.0,0.0,0,3.0
4968,立積,半導體業,118.0,113.125,768498.75,614799.0,5000.0,12378,3.0
3592,瑞鼎,半導體業,285.0,274.725,658185.15,626843.0,-338823.0,39087,3.0
8162,微矽電子-創,半導體業,86.2,73.01,518335.0,518335.0,0.0,-7285,3.0
3522,御嵿,觀光餐旅,12.95,11.732499999999998,432600.0,412000.0,0.0,3017,3.0
6684,安格,半導體業,55.5,47.8775,352802.1,336002.0,0.0,7821,3.0
6756,威鋒電子,半導體業,108.0,99.825,332913.0,332913.0,0.0,-2000,3.0
6715,嘉基,電子零組件業,518.0,440.35,325207.05,309721.0,0.0,11256,3.0
2415,錩新,電子工業,30.3,27.977500000000003,283554.0,283554.0,0.0,0,3.0
6185,幃翔,電子零組件業,14.65,14.155000000000001,184000.0,184000.0,0.0,-405,3.0
6118,建達,電子通路業,17.95,17.6775,151042.0,151042.0,0.0,-170,3.0
4569,六方科-KY,汽車工業,187.0,174.875,123822.0,123822.0,0.0,0,3.0
4506,崇友,電機機械,119.0,117.725,123181.0,123181.0,0.0,0,3.0
8499,鼎炫-KY,其他電子業,324.0,300.8,108612.5,86890.0,5000.0,10424,3.0
8442,威宏-KY,其他,41.5,40.2675,83623.0,83623.0,0.0,0,3.0
6874,倍力,資訊服務業,86.5,82.55999999999999,75000.0,75000.0,0.0,0,3.0
3611,鼎翰,電腦及週邊設備業,195.5,191.425,42195.3,40186.0,0.0,192,3.0
2722,夏都,觀光餐旅,23.05,22.85,21525.0,20500.0,0.0,1,3.0
6844,諾貝兒,生技醫療業,65.5,65.22,6000.0,6000.0,0.0,0,3.0
