股票代號,股票名稱,產業別,收盤價,MA20,評分,外資近3日淨買超,投信近3日淨買超,自營商,外資連買天數
2406,國碩,光電業,40.2,36.5325,28663278.0,27298360.0,0.0,120763,3.0
6257,矽格,電子工業,245.0,224.825,9911650.35,9439667.0,-225733.0,336020,3.0
3413,京鼎,電子工業,332.0,314.425,7002122.4,6668688.0,0.0,7490,3.0
3017,奇鋐,電腦及週邊設備業,2620.0,2475.25,3596207.5,2876966.0,781187.0,51980,3.0
6753,龍德造船,航運業,141.5,124.3,2362036.95,2249559.0,0.0,294478,3.0
4934,太極,光電業,17.7,17.1325,1991168.0,1991168.0,0.0,-9056,3.0
2049,上銀,電機機械,348.5,333.775,1812239.1,1725942.0,-397164.0,172562,3.0
2467,志聖,電子工業,646.0,584.95,1443929.55,1375171.0,-61854.0,54506,3.0
6477,安集,電子工業,34.25,32.572500000000005,1319441.0,1319441.0,0.0,-597,3.0
3030,德律,其他電子業,353.5,338.225,1230220.0,984176.0,11000.0,137929,3.0
5228,鈺鎧,電子零組件業,70.5,69.2,1215341.4,1157468.0,0.0,8715,3.0
8121,越峰,電子零組件業,50.8,46.489999999999995,1153513.0,1153513.0,0.0,-892,3.0
2429,銘旺科,光電業,48.0,41.08,550920.0,550920.0,0.0,-10187,3.0
2022,聚亨,鋼鐵工業,8.0,7.8149999999999995,532350.0,532350.0,0.0,0,3.0
8927,北基,油電燃氣業,21.5,20.5825,307748.0,307748.0,0.0,-20000,3.0
6664,群翊,電子零組件業,397.5,384.1,210689.85,200657.0,0.0,14461,3.0
1799,易威,生技醫療業,31.9,31.54,140700.0,134000.0,0.0,368,3.0
4129,聯合,生技醫療業,92.9,90.33000000000001,93450.0,89000.0,0.0,8585,3.0
3268,海德威,半導體業,22.25,20.9525,60525.15,57643.0,0.0,784,3.0
5483,中美晶,半導體業,198.0,166.925,20438553.75,16350843.0,3233824.0,434653,3.0
8033,雷虎,其他,186.0,138.575,14239436.4,13561368.0,0.0,118567,3.0
6509,聚和,化學工業,51.7,48.614999999999995,3137206.8,2987816.0,0.0,50140,3.0
3583,辛耘,半導體業,905.0,847.45,1558587.45,1484369.0,-82000.0,5057,3.0
6224,聚鼎,電子工業,84.9,79.325,1353348.0,1353348.0,0.0,-895,3.0
3141,晶宏,半導體業,76.8,73.89,1241374.0,1241374.0,0.0,-12961,3.0
6438,迅得,其他電子業,167.5,153.425,1096421.55,1044211.0,0.0,104495,3.0
3402,漢科,其他電子類,148.5,141.65,850503.75,680403.0,130782.0,13528,3.0
6526,達發,電子工業,703.0,666.1,786309.6,655258.0,119000.0,-1690,3.0
4162,智擎,生技醫療業,62.7,57.68000000000001,612150.0,583000.0,0.0,942,3.0
9935,慶豐富,居家生活,19.7,19.225,334060.8,278384.0,322650.0,-4000,3.0
2433,互盛電,其他電子業,44.8,44.2975,106050.0,101000.0,0.0,2000,3.0
1783,和康生,化學生技醫療,39.05,38.93,65100.0,62000.0,0.0,1000,3.0
6803,崑鼎,綠能環保類,288.0,287.5,23872.8,22736.0,-51000.0,3000,3.0
7705,三商餐飲,觀光餐旅,32.2,31.71,40950.0,39000.0,0.0,1000,3.0
1233,天仁,食品工業,28.4,27.945,27000.0,27000.0,0.0,0,3.0
