股票代號,股票名稱,產業別,收盤價,MA20,評分,外資近3日淨買超,投信近3日淨買超,自營商,外資連買天數
2637,慧洋-KY,航運業,80.6,74.845,12283803.0,11698860.0,-4622335.0,54222,3.0
2501,國建,建材營造,24.1,22.4625,9427000.0,9427000.0,0.0,-15000,3.0
1722,台肥,化學工業,48.25,46.55,4662380.0,4662380.0,-10000.0,-15000,3.0
2543,皇昌,建材營造,49.3,43.1025,2234786.4,2128368.0,-1000.0,33654,3.0
5536,聖暉*,其他電子類,1130.0,994.85,2046258.0,2046258.0,-1638.0,-26976,3.0
6442,光聖,電子工業,2055.0,1918.75,1655430.0,1576600.0,-7000.0,16655,3.0
2537,聯上發,建材營造,10.15,9.811,1232100.0,1232100.0,0.0,-28005,3.0
5410,國眾,資訊服務業,40.05,38.64,1217771.0,1217771.0,0.0,-469,3.0
2511,太子,建材營造,8.03,7.735499999999999,1110848.0,1110848.0,0.0,-22000,3.0
1342,八貫,其他,104.0,94.2,619395.0,619395.0,0.0,-3000,3.0
5607,遠雄港,航運業,53.3,50.085,613480.35,584267.0,0.0,5000,3.0
4953,緯軟,資訊服務業,143.0,124.2,587278.65,559313.0,-1000.0,23877,3.0
6112,邁達特,電子工業,50.0,43.96249999999999,477424.5,454690.0,0.0,104447,3.0
1598,岱宇,運動休閒,21.3,20.4275,432778.0,432778.0,0.0,-3000,3.0
1533,車王電,汽車工業,39.9,37.325,422136.0,422136.0,0.0,-8000,3.0
6023,元大期,金融業,99.7,99.09,378060.0,378060.0,0.0,0,3.0
6517,保勝光學,光電業,69.3,60.315,349505.1,332862.0,0.0,2936,3.0
2611,志信,航運業,14.15,13.245,340920.0,340920.0,0.0,-13000,3.0
6776,展碁國際,電子工業,61.2,58.585,287828.1,274122.0,0.0,5000,3.0
6811,宏碁資訊,數位雲端類,238.5,218.325,279967.0,279967.0,0.0,-2419,3.0
2414,精技,電子通路業,52.8,50.0975,250162.5,238250.0,0.0,2000,3.0
5206,坤悅,建材營造,23.6,22.667499999999997,174300.0,166000.0,0.0,409,3.0
1438,三地開發,建材營造,20.6,20.482499999999998,102000.0,102000.0,0.0,0,3.0
4907,富宇,建材營造,39.0,37.94500000000001,45150.0,43000.0,0.0,12000,3.0
6936,永鴻生技,生技醫療業,34.55,33.49249999999999,28000.0,28000.0,0.0,-1000,3.0
2834,臺企銀,金融保險,16.9,16.185,84806188.0,84806188.0,-194136.0,-56000,3.0
2885,元大金,金融保險,65.3,57.720000000000006,20093696.7,19136854.0,-14713926.0,99981,3.0
6505,台塑化,油電燃氣業,55.3,52.31999999999999,18592507.2,15493756.0,83342.0,-93951,3.0
6757,台灣虎航,航運業,54.4,54.31999999999999,7036986.0,7036986.0,-10110000.0,-6994,3.0
1710,東聯,化學工業,15.7,13.195000000000002,6450467.1,6143302.0,0.0,999619,3.0
2820,華票,金融保險,17.2,16.88,6366900.0,6366900.0,-400000.0,-13000,3.0
1227,佳格,食品工業,28.85,28.389999999999997,4069763.0,4069763.0,-1000.0,-25000,3.0
2031,新光鋼,鋼鐵工業,43.35,39.455,2962850.0,2962850.0,-44589.0,-3000,3.0
6121,新普,電腦及週邊設備業,422.5,388.45,2354107.35,2242007.0,-1469887.0,8197,3.0
2520,冠德,建材營造,32.1,30.725,1668646.0,1668646.0,-8000.0,-8383,3.0
9946,三發地產,建材營造,17.15,16.68,1107719.0,1107719.0,0.0,0,3.0
3520,華盈,電子零組件業,17.05,15.059999999999999,539679.0,513980.0,0.0,4241,3.0
9911,櫻花,居家生活,84.6,82.66999999999999,432886.65,412273.0,0.0,3000,3.0
6170,統振,通信網路業,53.2,50.995,414139.0,414139.0,0.0,0,3.0
8341,日友,綠能環保,79.0,76.365,264406.0,264406.0,0.0,-3000,3.0
6841,長佳智能,生技醫療業,60.7,58.395,249144.0,237280.0,0.0,3845,3.0
3716,中化控股,化學生技醫療,35.6,34.5125,208846.0,208846.0,0.0,-5000,3.0
3303,岱稜,其他電子類,52.0,49.5525,192167.85,183017.0,0.0,8931,3.0
2745,五福,觀光餐旅,106.5,102.425,187600.0,187600.0,0.0,-4910,3.0
1474,弘裕,紡織纖維,10.55,9.977500000000001,134400.0,128000.0,0.0,1000,3.0
5478,智冠,文化創意業,104.0,99.39000000000001,129334.8,123176.0,0.0,6000,3.0
5306,桂盟,運動休閒,85.0,83.33000000000001,54600.0,52000.0,0.0,1979,3.0
9942,茂順,其他,120.5,118.425,47132.4,44888.0,0.0,2000,3.0
6508,惠光,農業科技業,24.05,23.7425,43000.0,43000.0,0.0,0,3.0
1783,和康生,化學生技醫療,40.0,38.894999999999996,23639.0,23639.0,0.0,-2046,3.0
4205,中華食,食品工業,73.3,72.91499999999999,22000.0,22000.0,0.0,0,3.0
6577,勁豐,電腦及週邊設備業,82.2,79.82,12000.0,12000.0,0.0,0,3.0
6645,金萬林-創,創新板股票,12.95,12.122499999999999,8000.0,8000.0,0.0,-15306,3.0
2838,聯邦銀,金融保險,21.55,20.475,3269126.0,3269126.0,-15000.0,-21915,3.0
2727,王品,觀光餐旅,246.0,235.4,893681.25,851125.0,-3728.0,3087,3.0
2731,雄獅,觀光餐旅,173.5,164.2,443302.8,369419.0,283000.0,-30586,3.0
2707,晶華,觀光餐旅,181.0,173.975,306913.0,306913.0,0.0,-1000,3.0
